0.729072854,0.043281466,0.020026945,0.178928619,0.028690116
0.724974722,0.043073812,0.019615774,0.182305359,0.030030334
0.720666931,0.043444088,0.019195896,0.18614796,0.030545125
0.71636375,0.044210065,0.018598933,0.19005917,0.030768082
0.712041082,0.045056738,0.017986591,0.193943556,0.030972032
0.707728303,0.045889789,0.017378328,0.197824963,0.031178617
0.703465662,0.046602798,0.016794726,0.201726992,0.031409823
0.699209964,0.047314642,0.016212133,0.205623599,0.031639662
0.181161155,0.339815707,0.384460663,0.037437559,0.057124916
0.181011147,0.339580746,0.384285599,0.038103333,0.057019175
0.180963723,0.339290589,0.384066795,0.038737861,0.056941032
0.180852858,0.339065312,0.383877437,0.039363195,0.056841198
0.180859138,0.338870009,0.383635516,0.039902621,0.056732716
0.180726804,0.338647003,0.383443585,0.040497377,0.056685231
0.180642095,0.338529305,0.383235231,0.040989746,0.056603622
0.180533071,0.338407605,0.38306412,0.041470313,0.05652489
0.161272005,0.527872421,0.060240394,0.193639977,0.056975203
0.158723404,0.526241135,0.060851064,0.197588652,0.056595745
0.157317707,0.525069704,0.060724918,0.200604886,0.056282784
0.156568998,0.524291115,0.060586011,0.202504726,0.056049149
0.156610009,0.522710104,0.060434372,0.204485364,0.055760151
0.155789573,0.522431054,0.060304118,0.205940688,0.055534567
0.155342556,0.522026536,0.060248359,0.206903064,0.055479484
0.153080479,0.523445608,0.059958487,0.20832154,0.055193886
0.174976,0.458304,0.076672,0.240704,0.049344
0.171695219,0.456277167,0.077282025,0.245908975,0.048836615
0.169860738,0.454835825,0.077104893,0.249776415,0.048422129
0.16886021,0.45387171,0.076923077,0.252172246,0.048172757
0.167837527,0.452612083,0.076893601,0.254821816,0.047834973
0.166836995,0.45222279,0.076711804,0.256706694,0.047521717
0.166230283,0.451689124,0.076697107,0.257934734,0.047448752
0.163338225,0.45351879,0.076309577,0.25974606,0.047087348
0.122230294,0.725572103,0.013621504,0.060116237,0.078459862
0.121685434,0.725208863,0.014166364,0.060479477,0.078459862
0.121663338,0.724714,0.014163792,0.061013256,0.078445615
0.121503814,0.724845623,0.014166364,0.061024337,0.078459862
0.124841457,0.721869904,0.013770611,0.061242979,0.07827505
0.124479072,0.721688712,0.013770611,0.061786556,0.07827505
0.124320406,0.7218195,0.013591881,0.061978978,0.078289235
0.124140427,0.721679334,0.013572204,0.062432139,0.078175896
0.405575376,0.05127895,0.012819738,0.2720566,0.258269335
0.402978749,0.051038324,0.012532542,0.277229521,0.256220863
0.400994,0.050790957,0.012061337,0.281532214,0.254621492
0.3995755,0.050576107,0.010976349,0.286294724,0.25257732
0.39908953,0.050318665,0.010743551,0.290622155,0.2492261
0.39846883,0.050188358,0.010633127,0.293109734,0.247599951
0.398552488,0.050115558,0.010400195,0.294611361,0.246320399
0.398783085,0.050015211,0.010222087,0.296379678,0.244599939
0.341877934,0.01971831,0.015586854,0.344131455,0.278685446
0.339038841,0.019467695,0.015329634,0.349572087,0.276591743
0.336943215,0.019116678,0.01478482,0.35464733,0.274507957
0.335625471,0.018933685,0.013281839,0.360399397,0.271759608
0.334842056,0.018576143,0.013107025,0.365205092,0.268269684
0.334088549,0.018502785,0.012933069,0.368073256,0.266402341
0.33408962,0.018434487,0.012667801,0.369824163,0.264983929
0.333932457,0.018352095,0.012486993,0.372055624,0.263172831
0.520985556,0.108411215,0.007816483,0.141546304,0.221240442
0.518789322,0.108144873,0.007311682,0.146233634,0.21952049
0.516842463,0.108029942,0.007315413,0.149200408,0.218611773
0.515151515,0.107763023,0.006639428,0.152536602,0.217909431
0.515167007,0.107532379,0.006475801,0.15593047,0.214894342
0.514748508,0.10741688,0.006479113,0.15771526,0.213640239
0.514748508,0.107246377,0.00630861,0.159079284,0.212617221
0.515513126,0.10705762,0.006307535,0.160075009,0.21104671
0.395237235,0.279019336,0.169487782,0.102969701,0.053285947
0.394708621,0.278691093,0.169112065,0.104698941,0.052789281
0.395167698,0.278003836,0.168404241,0.106180627,0.052243597
0.394836125,0.27777198,0.167908201,0.107431548,0.052052144
0.394557113,0.277725358,0.16751051,0.108408048,0.051798971
0.393853076,0.277591852,0.167164179,0.109845122,0.05154577
0.393206204,0.277311566,0.166811953,0.11131911,0.051351167
0.392756609,0.277018155,0.166202862,0.112867279,0.051155096
0.466609681,0.169248851,0.172774869,0.145047548,0.046319051
0.464132991,0.169072055,0.172493051,0.147423562,0.046878341
0.467877761,0.167205127,0.170541815,0.147767597,0.046607701
0.467019868,0.167099338,0.170225166,0.149139073,0.046516556
0.466631328,0.167081898,0.169361251,0.150649351,0.046276173
0.464989117,0.167064819,0.16865743,0.153102936,0.046185698
0.464192812,0.166958645,0.167542602,0.155226416,0.046079524
0.463179117,0.166489813,0.165959253,0.157788625,0.046583192
0.464330895,0.094109235,0.061492767,0.211099499,0.168967604
0.463927745,0.094008151,0.061240225,0.216213239,0.16461064
0.461779242,0.093465129,0.060845689,0.224052718,0.159857221
0.460468441,0.092863426,0.060754344,0.227402683,0.158511106
0.460603728,0.092703579,0.060482762,0.228899764,0.157310167
0.459452025,0.092484595,0.060299296,0.231899208,0.155864877
0.458853966,0.092310233,0.060053944,0.233610392,0.155171465
0.459103919,0.092140026,0.059775429,0.234918538,0.154062087
0.292382793,0.342825181,0.201769552,0.106274789,0.056747686
0.290831383,0.342423934,0.201180421,0.109087209,0.056477053
0.289803402,0.342365285,0.200977895,0.110726291,0.056127126
0.289192218,0.341957828,0.200061118,0.112763573,0.056025262
0.290052996,0.341928251,0.198124745,0.114044028,0.05584998
0.289183673,0.341836735,0.197959184,0.115204082,0.055816327
0.288716588,0.341562946,0.197306672,0.116710875,0.055702918
0.288059549,0.341286836,0.197002141,0.118078923,0.05557255
0.629211392,0.119252963,0.061798101,0.151082708,0.038654837
0.626971315,0.119086055,0.061467776,0.153048553,0.039426301
0.626475339,0.119020996,0.061125606,0.154180644,0.039197416
0.625582696,0.118838958,0.060849027,0.155696439,0.03903288
0.624587818,0.118957258,0.060474087,0.156971318,0.039009519
0.623411413,0.118863693,0.060054822,0.158983304,0.038686768
0.620943126,0.118731701,0.0598642,0.162274964,0.038186009
0.619797175,0.118335096,0.058794251,0.165432713,0.037640764
0.630088602,0.122066571,0.076269157,0.129909004,0.041666667
0.628953043,0.122005271,0.075826545,0.131588404,0.041626737
0.629090255,0.121598945,0.074553518,0.13340525,0.041352032
0.628201284,0.121333893,0.073891921,0.135188628,0.041384274
0.627335536,0.121357765,0.072814659,0.137278462,0.041213578
0.626398076,0.121226699,0.072098617,0.139206254,0.041070355
0.62562346,0.120365363,0.071269755,0.141938585,0.040802836
0.623768917,0.120165746,0.070321883,0.144367043,0.041376411
0.465844475,0.146918703,0.184724143,0.144844014,0.057668665
0.465708135,0.146816854,0.183799785,0.146701522,0.056973704
0.465738676,0.146658463,0.18368838,0.14761978,0.056294701
0.465013456,0.146443676,0.183660131,0.14863514,0.056247597
0.465028646,0.146383666,0.183335256,0.149613566,0.055638866
0.463785406,0.146128387,0.18322814,0.151285406,0.05557266
0.462947287,0.145863794,0.182993459,0.152904963,0.055290496
0.462168397,0.14532872,0.182083814,0.155517109,0.054901961
0.277369907,0.333703106,0.3265833,0.03565954,0.026684147
0.279033657,0.333501381,0.325193087,0.036237875,0.026033999
0.280800097,0.333145139,0.323406057,0.03665766,0.025991047
0.281963378,0.333064451,0.321973058,0.037045253,0.02595386
0.2819194,0.332990439,0.321735447,0.037415789,0.025938925
0.281995924,0.332902887,0.321260669,0.037953229,0.02588729
0.281995924,0.332842356,0.320998366,0.038316418,0.025846936
0.282130966,0.332801937,0.320532741,0.038744829,0.025789527
0.10868158,0.634395454,0.21570884,0.022638999,0.018575128
0.108506086,0.633542494,0.216275014,0.023139575,0.018536831
0.108255858,0.633350717,0.21640382,0.023557338,0.018432268
0.10807554,0.633309353,0.216276978,0.024028777,0.018309353
0.108141166,0.633269777,0.21608447,0.024337159,0.018167428
0.108165506,0.633335133,0.21589907,0.024620701,0.017979591
0.108006912,0.633244528,0.215761809,0.024985599,0.018001152
0.107994743,0.633206718,0.215665449,0.025202974,0.017930116
0.660177386,0.024320857,0.015451554,0.17878061,0.121269593
0.659142841,0.024187706,0.015326311,0.180348883,0.12099426
