0.005994716,0.000210225,0.183139633,0.00669,0.1,0.1,0.1
0.15661873,0.103850667,0.619420156,0.008206397,0.054149793,0.015876668,0.041877589
0.157563226,0.102025506,0.618824556,0.008054615,0.055461777,0.016339362,0.04173096
0.158290049,0.100974027,0.618583742,0.007979357,0.056012025,0.016420235,0.041740566
0.158762661,0.099830801,0.617940838,0.007904006,0.057090239,0.016804788,0.041666667
0.159171466,0.098388681,0.617267607,0.007828086,0.058633515,0.017114729,0.041595917
0.15970792,0.097007254,0.616346655,0.007597848,0.06039944,0.017420945,0.041519938
0.160629057,0.096009283,0.615579521,0.007520727,0.061243332,0.017498095,0.041519986
0.13967967,0.0739397,0.6252772,0.017782744,0.06415411,0.01709536,0.06207115
0.14036791,0.07364474,0.6245196,0.017779227,0.06431133,0.017128399,0.0622488
0.14055128,0.07385948,0.6235075,0.01785448,0.0645878,0.01717632,0.062463116
0.1400997,0.07477009,0.62205535,0.01806024,0.06503743,0.017246513,0.06273072
0.13872309,0.07656278,0.6203517,0.018465616,0.06560219,0.01732633,0.06296836
0.1362495,0.0793028,0.61870533,0.019127898,0.066163816,0.017394753,0.06305595
0.13278285,0.0828567,0.6173823,0.020053914,0.06659374,0.017431729,0.062898904
0.12876762,0.08694058,0.6162814,0.02113849,0.06687922,0.017437408,0.062555276
0.12823205,0.08827579,0.6144006,0.021334149,0.067407764,0.017516455,0.06283313
0.12706701,0.09042047,0.61210024,0.021622809,0.068059176,0.017605502,0.06312479
