0.4888903,0.04100848,0.110465445,0.030627929,0.17294154,0.035585422,0.11445304
0.5939738,-0.13916063,0.1969631,0.045051455,0.06898087,0.022938985,0.17363456
0.6256816,-0.22610953,0.26367316,0.084256336,0.043436125,0.019059293,0.17235272
0.6937958,-0.2908527,0.33915392,0.099141,0.030648403,0.019068155,0.17405342
0.778668,-0.35451975,0.42724967,0.1125092,0.02136061,0.019280462,0.17497762
0.8760717,-0.4142722,0.5170571,0.12561232,0.027685005,0.020621257,0.17311767
0.9727972,-0.46071458,0.5907306,0.1412233,0.04469464,0.02126785,0.1683332
1.0501658,-0.49150544,0.6373344,0.15733233,0.06305148,0.02277333,0.16434133
1.1016945,-0.5094726,0.6607668,0.16872269,0.0774218,0.023995956,0.16042006
1.1316047,-0.5184058,0.6672779,0.17282152,0.0896804,0.025261465,0.15528993
