0.021168271,0.10297174,0.29348993,0.012592741,0.4333974,0.05388292,0.08249696
0.021258295,0.102485105,0.29117802,0.012773546,0.4354288,0.05405156,0.0828246
0.021221649,0.102031454,0.29035747,0.012847197,0.4366334,0.05404605,0.08286278
0.02117578,0.101678066,0.28972358,0.01289836,0.43762565,0.0540307,0.08286792
0.021079838,0.10115746,0.2900222,0.012936736,0.4381685,0.053899433,0.08273585
0.021152353,0.100973345,0.2889957,0.013031487,0.43895185,0.053988494,0.082906805
0.021219792,0.10081153,0.28816745,0.013119005,0.43956503,0.05406153,0.08305563
0.021433624,0.10064444,0.28626308,0.013325787,0.44058564,0.054273646,0.083473794
0.021514622,0.10063039,0.28549322,0.013398669,0.44096354,0.05436148,0.08363809
0.021538993,0.100600295,0.2851786,0.013428764,0.44116947,0.054389633,0.08369422
